"","WORD","FREQ","FREQ_1","total_word","prob","ln_prob"
"1244","pregunto","1",2,11188,0.000178762960314623,-8.6294498737619
"1245","prepara","1",2,11188,0.000178762960314623,-8.6294498737619
"1246","preparador","1",2,11188,0.000178762960314623,-8.6294498737619
"1247","presentacion","1",2,11188,0.000178762960314623,-8.6294498737619
"1248","presidente","1",2,11188,0.000178762960314623,-8.6294498737619
"1249","preventa","1",2,11188,0.000178762960314623,-8.6294498737619
"1250","previa","1",2,11188,0.000178762960314623,-8.6294498737619
"1251","primeras","1",2,11188,0.000178762960314623,-8.6294498737619
"1252","primicia","1",2,11188,0.000178762960314623,-8.6294498737619
"1253","prioridad","1",2,11188,0.000178762960314623,-8.6294498737619
"1254","profesional","1",2,11188,0.000178762960314623,-8.6294498737619
"1255","prostituta","1",2,11188,0.000178762960314623,-8.6294498737619
"1256","proveniente","1",2,11188,0.000178762960314623,-8.6294498737619
"1257","pt","1",2,11188,0.000178762960314623,-8.6294498737619
"1258","publica","1",2,11188,0.000178762960314623,-8.6294498737619
"1259","puede","1",2,11188,0.000178762960314623,-8.6294498737619
"1260","pueden","1",2,11188,0.000178762960314623,-8.6294498737619
"1261","puedes","1",2,11188,0.000178762960314623,-8.6294498737619
"1262","pura","1",2,11188,0.000178762960314623,-8.6294498737619
"1263","puta","1",2,11188,0.000178762960314623,-8.6294498737619
"1264","putos","1",2,11188,0.000178762960314623,-8.6294498737619
"1265","queda","1",2,11188,0.000178762960314623,-8.6294498737619
"1266","quedan","1",2,11188,0.000178762960314623,-8.6294498737619
"1267","quedando","1",2,11188,0.000178762960314623,-8.6294498737619
"1268","quedarse","1",2,11188,0.000178762960314623,-8.6294498737619
"1269","quedes","1",2,11188,0.000178762960314623,-8.6294498737619
"1270","quenolotoquen","1",2,11188,0.000178762960314623,-8.6294498737619
"1271","queria","1",2,11188,0.000178762960314623,-8.6294498737619
"1272","querian","1",2,11188,0.000178762960314623,-8.6294498737619
"1273","querido","3",4,11188,0.000357525920629246,-7.93630269320196
"1274","quertaro","1",2,11188,0.000178762960314623,-8.6294498737619
"1275","quiere","1",2,11188,0.000178762960314623,-8.6294498737619
"1276","quieres","2",3,11188,0.000268144440471934,-8.22398476565374
"1277","quise","1",2,11188,0.000178762960314623,-8.6294498737619
"1278","quisiera","1",2,11188,0.000178762960314623,-8.6294498737619
"1279","rabietas","1",2,11188,0.000178762960314623,-8.6294498737619
"1280","raices","1",2,11188,0.000178762960314623,-8.6294498737619
"1281","rapido","1",2,11188,0.000178762960314623,-8.6294498737619
"1282","rayadas","1",2,11188,0.000178762960314623,-8.6294498737619
"1283","rbitro","1",2,11188,0.000178762960314623,-8.6294498737619
"1284","realidad","1",2,11188,0.000178762960314623,-8.6294498737619
"1285","realmente","1",2,11188,0.000178762960314623,-8.6294498737619
"1286","reanudan","1",2,11188,0.000178762960314623,-8.6294498737619
"1287","rebasar","1",2,11188,0.000178762960314623,-8.6294498737619
"1288","receptor","1",2,11188,0.000178762960314623,-8.6294498737619
"1289","receso","1",2,11188,0.000178762960314623,-8.6294498737619
"1290","recibo","1",2,11188,0.000178762960314623,-8.6294498737619
"1291","reciente","1",2,11188,0.000178762960314623,-8.6294498737619
"1292","reclama","1",2,11188,0.000178762960314623,-8.6294498737619
"1293","reclamo","1",2,11188,0.000178762960314623,-8.6294498737619
"1294","recta","1",2,11188,0.000178762960314623,-8.6294498737619
"1295","recuerda","1",2,11188,0.000178762960314623,-8.6294498737619
"1296","regalo","1",2,11188,0.000178762960314623,-8.6294498737619
"1297","regenerativo","1",2,11188,0.000178762960314623,-8.6294498737619
"1298","regresando","1",2,11188,0.000178762960314623,-8.6294498737619
"1299","regresos","1",2,11188,0.000178762960314623,-8.6294498737619
"1300","reinoso","1",2,11188,0.000178762960314623,-8.6294498737619
"1301","remate","1",2,11188,0.000178762960314623,-8.6294498737619
"1302","remodelacion","1",2,11188,0.000178762960314623,-8.6294498737619
"1303","remontada","1",2,11188,0.000178762960314623,-8.6294498737619
"1304","remontadas","1",2,11188,0.000178762960314623,-8.6294498737619
"1305","renato","1",2,11188,0.000178762960314623,-8.6294498737619
"1306","repito","1",2,11188,0.000178762960314623,-8.6294498737619
