"","WORD","FREQ","FREQ_1","total_word","prob","ln_prob"
"1525","poli","1",2,19190,0.000104220948410631,-9.1689974084418
"1526","policia","1",2,19190,0.000104220948410631,-9.1689974084418
"1527","politica","1",2,19190,0.000104220948410631,-9.1689974084418
"1528","poner","1",2,19190,0.000104220948410631,-9.1689974084418
"1529","porsiteloperdistedescarta","1",2,19190,0.000104220948410631,-9.1689974084418
"1530","posibilidades","1",2,19190,0.000104220948410631,-9.1689974084418
"1531","poster","1",2,19190,0.000104220948410631,-9.1689974084418
"1532","poweredbywordpress","1",2,19190,0.000104220948410631,-9.1689974084418
"1533","precios","1",2,19190,0.000104220948410631,-9.1689974084418
"1534","preferido","1",2,19190,0.000104220948410631,-9.1689974084418
"1535","prefiero","1",2,19190,0.000104220948410631,-9.1689974084418
"1536","preguntas","1",2,19190,0.000104220948410631,-9.1689974084418
"1537","prensa","1",2,19190,0.000104220948410631,-9.1689974084418
"1538","preocupa","1",2,19190,0.000104220948410631,-9.1689974084418
"1539","prepararse","1",2,19190,0.000104220948410631,-9.1689974084418
"1540","presa","1",2,19190,0.000104220948410631,-9.1689974084418
"1541","presagio","1",2,19190,0.000104220948410631,-9.1689974084418
"1542","prescinden","1",2,19190,0.000104220948410631,-9.1689974084418
"1543","presenta","1",2,19190,0.000104220948410631,-9.1689974084418
"1544","presentadora","1",2,19190,0.000104220948410631,-9.1689974084418
"1545","prestigio","1",2,19190,0.000104220948410631,-9.1689974084418
"1546","presunto","1",2,19190,0.000104220948410631,-9.1689974084418
"1547","presuntos","1",2,19190,0.000104220948410631,-9.1689974084418
"1548","prevenir","1",2,19190,0.000104220948410631,-9.1689974084418
"1549","primera","1",2,19190,0.000104220948410631,-9.1689974084418
"1550","primeralinea","1",2,19190,0.000104220948410631,-9.1689974084418
"1551","primeros","1",2,19190,0.000104220948410631,-9.1689974084418
"1552","principal","1",2,19190,0.000104220948410631,-9.1689974084418
"1553","principales","1",2,19190,0.000104220948410631,-9.1689974084418
"1554","problemas","1",2,19190,0.000104220948410631,-9.1689974084418
"1555","prohibe","1",2,19190,0.000104220948410631,-9.1689974084418
